CPU Cooler,Arctic Cooling,http://www.arctic-cooling.com/catalog/product_info.php?cPath=1_42&mID=245,50,http://www.google.com/products?q=Freezer%20XTREME%20Rev.2,Freezer XTREME Rev.2,nil,131,100,130,1366 1156 775 AM3
CPU Cooler,Arctic Cooling,http://www.arctic-cooling.com/catalog/product_info.php?cPath=1_42&mID=304,35,http://www.google.com/products?q=Freezer+7+Pro+Rev.2&aq=f,Freezer 7 Pro Rev.2,nil,126.5,58,104,1366 1156 775 AM3
CPU Cooler,Arctic Cooling,http://www.arctic-cooling.com/catalog/product_info.php?cPath=1_42&mID=70,20,http://www.google.com/products?q=Freezer+7+LP&aq=f,Freezer 7 LP,nil,42,108,109,775
CPU Cooler,Arctic Cooling,http://www.arctic-cooling.com/catalog/product_info.php?cPath=1_42&mID=585&page=spec,15,http://www.google.com/products?q=Alpine+11+Rev.+2+-pro&aq=f,Alpine 11 GT Rev.2,nil,75,89,89,1156 775
CPU Cooler,Arctic Cooling,http://www.arctic-cooling.com/catalog/product_info.php?cPath=1_43&mID=130,15,http://www.google.com/products?q=Alpine+64+GT+-pro+-motor+-sunbeam+-subaru+-alfa&aq=f,Alpine 64 GT,nil,64.5,84,100,AM3
CPU Cooler,Antec,http://www.antec.com/Believe_it/product.php?id=MjQzOQ==,55,http://www.google.com/products?q=KUHLER+Flow+-kohler+-adobe+-album&aq=f,KUHLER flow,nil,160,122,88,1366 1156 775 AM3
