Monitor,Acer,http://us.acer.com/acer/product.do?link=oln85e.redirect&changedAlts=&kcond48e.c2att101=-1&CRC=2759084358#wrAjaxHistory=0,370,http://www.google.com/products/catalog?q=GD235HZ&um=1&hl=en&biw=1280&bih=666&ie=UTF-8&cid=114906938122589343,GD235HZ,80000:1,195,575,418,1980X1080,LCD,23,TRUE,16.7,1,1,0,1,0
Monitor,Acer,http://us.acer.com/acer/product.do?link=oln85e.redirect&changedAlts=&kcond48e.c2att101=-1&CRC=2759084358#wrAjaxHistory=7,255,http://www.google.com/products/catalog?hl=en&safe=off&q=G245H&um=1&ie=UTF-8&cid=8404055138501055581,G245H,80000:1,195,575,418,1920X1080,LCD,24,TRUE,16.7,1,1,0,1,0
Monitor,Samsung,http://www.samsung.com/us/computer/monitors/LS27EFHKUF/ZA-features,340,http://www.google.com/products/catalog?q=P2770FH&hl=en&um=1&ie=UTF-8&cid=6021408786821183938,P2770FH,70000:1,244,667,485,1920X1080,LCD,27,TRUE,16.7,0,2,0,1,0
Monitor,Samsung,http://www.samsung.com/us/computer/monitors/LS23PUHKFV/ZA-features,215,http://www.google.com/products/catalog?q=B2330H&hl=en&um=1&ie=UTF-8&cid=3506573564297866051,B2330H,70000:1,198,559,437,1920X1080,LCD,23,TRUE,16.7,1,1,0,1,0
