Power Supply,Cooler Master,http://www.coolermaster-usa.com/product.php?product_id=2999,http://www.google.com/products/catalog?q=Silent+Pro+Gold+1200W&hl=en&cid=5777109011978096185,255,RSC00-80GAD3-US,Silent Pro Gold,135,24,9,TRUE,4,80 Plus Gold,ATX 12V V2.3 /  EPS 12V V2.92,1200,2,0,0,0,4,4,180
Power Supply,Cooler Master,http://www.coolermaster-usa.com/product.php?product_id=2753,http://www.google.com/products?q=RSB00-AAAAA3-US&hl=en&aq=f,230,RSB00-AAAAA3-US,UCP,120,24,9,TRUE,5,80 Plus,ATX 12V V2.3 /  EPS 12V V2.92,1100,2,0,0,3,6,0,190
Power Supply,Cooler Master,http://www.coolermaster-usa.com/product.php?product_id=2968,http://www.google.com/products/catalog?q=RS350-PSARI3-US&hl=en&cid=8821839878594804129,30,RS350-PSARI3-US,Elite Power,120,20,3,FALSE,0,nil,ATX 12V V2.3,350,1,0,0,0,0,0,140
Power Supply,Thermaltake,http://thermaltakeusa.com/Product.aspx?S=1344&ID=1945,http://www.google.com/products/catalog?q=TPX-575M&hl=en&cid=18353826660982447249,110,TPX-575M,Toughpower XT,140,24,8,TRUE,6,80 Plus Bronze,ATX 12V V2.3 /  EPS 12V V2.91,575,1,0,1,0,1,1,160
Power Supply,Thermaltake,http://thermaltakeusa.com/Product.aspx?S=1172&ID=1910,http://www.google.com/products/catalog?q=TRX-1200M&hl=en&show=dd&cid=2047540175462789920,200,TRX-1200M,TR2,140,24,8,TRUE,8,80 Plus,ATX 12V V2.3 /  EPS 12V V2.91,1200,0,1,1,3,3,0,180
Power Supply,Thermaltake,http://thermaltakeusa.com/Product.aspx?S=1172&ID=1908,http://www.google.com/products/catalog?q=TRX-650M&hl=en&show=dd&cid=12950191972092606610,90,TRX-650M,TR2,140,24,6,TRUE,6,80 Plus,ATX 12V V2.3 /  EPS 12V V2.91,650,0,1,0,0,2,2,160
Power Supply,Coolmax,http://www.coolmaxusa.com/productDetailsPower.asp?item=ZP-750B&details=overview&subcategory=140mm&category=80plus,http://www.google.com/products/catalog?q=ZP-750B&hl=en&cid=4859921167529050412,105,ZP-750B,ZP,140,24,6,TRUE,6,80 Plus Bronze,ATX 12V V2.3 /  EPS 12V V2.91,750,1,0,1,0,0,2,175
Power Supply,Coolmax,http://www.coolmaxusa.com/productDetailsPower.asp?item=ZP-380B&details=overview&subcategory=120mm&category=80plus,http://www.google.com/products/catalog?q=ZP-380B&hl=en&cid=4523760455461780579,55,ZP-380B,ZP,120,24,0,FALSE,6,80 Plus Bronze,ATX 12V V2.2,380,1,0,1,0,2,0,142
