Case,NZXT,150,Phantom,Crafted,http://www.nzxt.com/new/products/crafted_series/phantom,http://www.google.com/search?sourceid=chrome&ie=UTF-8&q=NZXT+Phantom#q=NZXT+Phantom&um=1&ie=UTF-8&tbo=u&tbs=shop:1&fp=1,12,7,0,0,7,5,Full Tower,623,222,540,EATX/ATX/Micro ATX,165,350
Case,NZXT,70,Vulcan,Crafted,http://www.nzxt.com/new/products/crafted_series/vulcan,http://www.google.com/products/catalog?hl=en&safe=off&q=NZXT+Vulcan&um=1&ie=UTF-8&cid=18143607670069501874#,4,2,0,0,4,2,Mini Tower,406,180,422,Micro ATX,165,350
Case,Cooler Master,50,RC-342-KKN2-GP,nil,http://www.coolermaster-usa.com/product.php?category_id=20&product_id=2962,http://www.google.com/search?q=RC-342-KKN2-GP&hl=en&tbs=shop:1&aq=f,7,5,0,0,4,2,Mini Tower,440,180,353,Micro ATX,140,245
Case,Cooler Master,230,NV-942-KKN1,HAF,http://www.coolermaster-usa.com/product.php?category_id=18&product_id=3017,http://www.google.com/search?sourceid=chrome&ie=UTF-8&q=NV-942-KKN1#q=NV-942-KKN1&um=1&ie=UTF-8&tbo=u&tbs=shop:1&fp=1,11,5,2,0,9,6,Full Tower,550,230,590,XL ATX/EATX/ATX/Micro ATX,170,350
